,season,speaker,episode,speaker_lines,total_lines,percent
2622,7,jim,13,8,325,2.4619999999999997
2623,7,kelly,13,10,325,3.077
2624,7,kevin,13,19,325,5.846
2625,7,man,13,3,325,0.923
2626,7,member,13,2,325,0.615
2627,7,meredith,13,1,325,0.308
2628,7,michael,13,79,325,24.308
2629,7,oscar,13,3,325,0.923
2630,7,pam,13,31,325,9.538
2631,7,phyllis,13,9,325,2.769
2632,7,ryan,13,6,325,1.846
2633,7,video michael,13,7,325,2.154
2634,7,andy,14,53,290,18.276
2635,7,creed,14,2,290,0.69
2636,7,darryl,14,3,290,1.034
2637,7,david,14,12,290,4.138
2638,7,david brent,14,1,290,0.345
2639,7,dwight,14,19,290,6.552
2640,7,erin,14,27,290,9.31
2641,7,gabe,14,7,290,2.414
2642,7,guy,14,2,290,0.69
2643,7,hank,14,2,290,0.69
2644,7,holly,14,12,290,4.138
2645,7,jim,14,25,290,8.620999999999999
2646,7,kelly,14,12,290,4.138
2647,7,kevin,14,9,290,3.1029999999999998
2648,7,michael,14,38,290,13.103000000000002
2649,7,older guy,14,1,290,0.345
2650,7,older woman,14,2,290,0.69
2651,7,oscar,14,14,290,4.828
2652,7,pam,14,18,290,6.207
2653,7,phyllis,14,3,290,1.034
2654,7,"phyllis, stanley, dwight",14,1,290,0.345
2655,7,professor powell,14,4,290,1.379
2656,7,ryan,14,8,290,2.759
2657,7,stanley,14,2,290,0.69
2658,7,tom,14,10,290,3.4479999999999995
2659,7,younger guy,14,3,290,1.034
2660,7,andy,15,13,319,4.075
2661,7,angela,15,1,319,0.313
2662,7,attendant,15,6,319,1.881
2663,7,cell phone sales person,15,2,319,0.627
2664,7,darryl,15,9,319,2.8209999999999997
2665,7,dwight,15,26,319,8.15
2666,7,dwight and erin,15,1,319,0.313
2667,7,erin,15,14,319,4.389
2668,7,gabe,15,25,319,7.837
2669,7,guy,15,1,319,0.313
2670,7,helen,15,5,319,1.567
2671,7,holly,15,32,319,10.030999999999999
2672,7,hot dog guy,15,5,319,1.567
2673,7,jim,15,32,319,10.030999999999999
2674,7,kelly,15,9,319,2.8209999999999997
2675,7,kevin,15,7,319,2.194
2676,7,meredith,15,3,319,0.9400000000000001
2677,7,michael,15,45,319,14.107
2678,7,office,15,1,319,0.313
2679,7,oscar,15,12,319,3.762
2680,7,pam,15,42,319,13.166
2681,7,phyllis,15,10,319,3.1350000000000002
2682,7,ryan,15,6,319,1.881
2683,7,ryan and kelly,15,1,319,0.313
2684,7,stanley,15,3,319,0.9400000000000001
2685,7,waiter,15,8,319,2.508
2686,7,andy,16,39,356,10.955
2687,7,andy and erin,16,1,356,0.281
2688,7,angela,16,9,356,2.528
2689,7,boom box,16,1,356,0.281
2690,7,creed,16,1,356,0.281
2691,7,darryl,16,15,356,4.213
2692,7,dwight,16,24,356,6.741999999999999
2693,7,erin,16,38,356,10.674
2694,7,gabe,16,21,356,5.899
2695,7,hank,16,2,356,0.562
2696,7,holly,16,40,356,11.236
2697,7,jim,16,25,356,7.022
2698,7,jim and pam,16,1,356,0.281
2699,7,kelly,16,1,356,0.281
2700,7,kevin,16,13,356,3.6519999999999997
2701,7,meredith,16,1,356,0.281
2702,7,michael,16,71,356,19.944
2703,7,oscar,16,15,356,4.213
2704,7,pam,16,28,356,7.865
2705,7,phyllis,16,3,356,0.843
2706,7,ryan,16,6,356,1.685
2707,7,stanley,16,1,356,0.281
2708,7,andy,17,2,150,1.333
2709,7,billy,17,5,150,3.3329999999999997
2710,7,cherokee jack,17,3,150,2.0
2711,7,creed,17,1,150,0.6669999999999999
2712,7,darryl,17,1,150,0.6669999999999999
2713,7,delivery,17,1,150,0.6669999999999999
2714,7,dwight,17,4,150,2.667
2715,7,erin,17,1,150,0.6669999999999999
2716,7,goldenface,17,14,150,9.333
2717,7,helene,17,3,150,2.0
2718,7,holly,17,15,150,10.0
2719,7,jan,17,2,150,1.333
2720,7,jim,17,6,150,4.0
2721,7,karen,17,2,150,1.333
2722,7,kelly,17,1,150,0.6669999999999999
2723,7,kevin,17,3,150,2.0
2724,7,michael,17,61,150,40.666999999999994
2725,7,michael and samuel together,17,1,150,0.6669999999999999
2726,7,oscar,17,2,150,1.333
2727,7,pam,17,6,150,4.0
2728,7,president,17,4,150,2.667
2729,7,ryan,17,1,150,0.6669999999999999
2730,7,samuel,17,10,150,6.666999999999999
2731,7,todd packer,17,1,150,0.6669999999999999
2732,7,andy,18,29,316,9.177
2733,7,angela,18,1,316,0.316
2734,7,darryl,18,4,316,1.266
2735,7,dwight,18,41,316,12.975
2736,7,erin,18,10,316,3.1649999999999996
2737,7,gabe,18,1,316,0.316
2738,7,holly,18,33,316,10.443
2739,7,jim,18,37,316,11.709
2740,7,kelly,18,3,316,0.9490000000000001
2741,7,kevin,18,13,316,4.114
2742,7,meredith,18,3,316,0.9490000000000001
2743,7,michael,18,59,316,18.671
2744,7,oscar,18,1,316,0.316
2745,7,pam,18,36,316,11.392
2746,7,phyllis,18,1,316,0.316
2747,7,ryan,18,4,316,1.266
2748,7,stanley,18,1,316,0.316
2749,7,todd,18,39,316,12.342
2750,7,andy,19,19,324,5.864
2751,7,angela,19,1,324,0.309
2752,7,darryl,19,10,324,3.086
2753,7,dwight,19,31,324,9.568
2754,7,gabe,19,1,324,0.309
2755,7,holly,19,77,324,23.765
2756,7,holly's dad,19,5,324,1.543
2757,7,holly's mom,19,4,324,1.2349999999999999
2758,7,jim,19,24,324,7.407
2759,7,kelly,19,3,324,0.9259999999999999
2760,7,kevin,19,18,324,5.556
2761,7,lady,19,1,324,0.309
2762,7,meredith,19,3,324,0.9259999999999999
2763,7,michael,19,75,324,23.148
2764,7,oscar,19,7,324,2.16
2765,7,pam,19,32,324,9.876999999999999
2766,7,phyllis,19,3,324,0.9259999999999999
2767,7,ryan,19,9,324,2.778
2768,7,stanley,19,1,324,0.309
2769,7,andy,20,11,236,4.661
2770,7,angela,20,4,236,1.695
2771,7,darryl,20,8,236,3.39
2772,7,darryl's sister,20,1,236,0.424
2773,7,deangelo,20,77,236,32.627
2774,7,deangelo/michael,20,2,236,0.847
2775,7,denagelo,20,1,236,0.424
2776,7,dwight,20,10,236,4.237
2777,7,erin,20,10,236,4.237
2778,7,gabe,20,4,236,1.695
2779,7,jim,20,10,236,4.237
2780,7,kelly,20,5,236,2.119
2781,7,kevin,20,4,236,1.695
2782,7,meredith,20,1,236,0.424
2783,7,michael,20,68,236,28.814
2784,7,oscar,20,5,236,2.119
2785,7,pam,20,8,236,3.39
2786,7,phyllis,20,2,236,0.847
2787,7,ryan,20,1,236,0.424
2788,7,stanley,20,3,236,1.2710000000000001
2789,7,waiter,20,1,236,0.424
2790,7,andy,23,9,311,2.894
2791,7,angela,23,4,311,1.286
2792,7,darryl,23,8,311,2.572
2793,7,deangelo,23,102,311,32.797
2794,7,dwight,23,50,311,16.076999999999998
2795,7,erin,23,3,311,0.9650000000000001
2796,7,gabe,23,8,311,2.572
2797,7,jim,23,40,311,12.862000000000002
2798,7,jordan,23,11,311,3.537
2799,7,kelly,23,15,311,4.823
2800,7,kevin,23,13,311,4.18
2801,7,oscar,23,2,311,0.643
2802,7,pam,23,26,311,8.36
2803,7,phyllis,23,4,311,1.286
2804,7,ryan,23,15,311,4.823
2805,7,toby,23,1,311,0.322
2806,8,all,11,2,243,0.823
2807,8,andy,11,36,243,14.815000000000001
2808,8,angela,11,1,243,0.41200000000000003
2809,8,cathy,11,1,243,0.41200000000000003
2810,8,creed,11,1,243,0.41200000000000003
2811,8,darryl,11,10,243,4.115
2812,8,dwight,11,36,243,14.815000000000001
2813,8,erin,11,5,243,2.0580000000000003
2814,8,gabe,11,21,243,8.642
2815,8,host,11,28,243,11.523
2816,8,jim,11,17,243,6.9959999999999996
2817,8,kelly,11,2,243,0.823
2818,8,kevin,11,17,243,6.9959999999999996
2819,8,meredith,11,8,243,3.292
2820,8,oscar,11,17,243,6.9959999999999996
2821,8,oscar's friend,11,3,243,1.2349999999999999
2822,8,phyllis,11,3,243,1.2349999999999999
2823,8,queerenstein bears,11,1,243,0.41200000000000003
2824,8,receptionist,11,4,243,1.646
2825,8,robert,11,16,243,6.584
2826,8,ryan,11,6,243,2.469
2827,8,stanley,11,4,243,1.646
2828,8,stonewall host,11,3,243,1.2349999999999999
2829,8,stu,11,1,243,0.41200000000000003
2830,8,all,12,2,275,0.7270000000000001
2831,8,andy,12,40,275,14.545
2832,8,angela,12,4,275,1.455
2833,8,both,12,1,275,0.364
2834,8,cathy,12,3,275,1.091
2835,8,darryl,12,9,275,3.273
2836,8,dwight,12,37,275,13.455
2837,8,erin,12,48,275,17.455000000000002
2838,8,gabe,12,7,275,2.545
2839,8,jessica,12,12,275,4.364
2840,8,jim,12,21,275,7.636
2841,8,kelly,12,6,275,2.182
2842,8,kevin,12,11,275,4.0
2843,8,meredith,12,9,275,3.273
2844,8,oscar,12,11,275,4.0
2845,8,phyllis,12,2,275,0.7270000000000001
2846,8,robert,12,23,275,8.364
2847,8,ryan,12,8,275,2.9090000000000003
2848,8,stanley,12,7,275,2.545
2849,8,toby,12,7,275,2.545
2850,8,val,12,7,275,2.545
2851,8,all,13,1,341,0.293
2852,8,andy,13,41,341,12.023
2853,8,angela,13,31,341,9.091000000000001
2854,8,cece,13,9,341,2.6390000000000002
2855,8,creed,13,4,341,1.173
2856,8,darryl,13,5,341,1.466
2857,8,dwight,13,57,341,16.716
2858,8,erin,13,12,341,3.519
2859,8,ernesto,13,4,341,1.173
2860,8,gabe,13,5,341,1.466
2861,8,jim,13,65,341,19.062
2862,8,kelly,13,2,341,0.587
2863,8,kevin,13,12,341,3.519
2864,8,meredith,13,2,341,0.587
2865,8,nate,13,3,341,0.88
2866,8,nurse,13,2,341,0.587
2867,8,oscar,13,24,341,7.038
2868,8,pam,13,28,341,8.211
2869,8,phyllis,13,11,341,3.2259999999999995
2870,8,ryan,13,2,341,0.587
2871,8,senator lipton,13,9,341,2.6390000000000002
2872,8,stanley,13,4,341,1.173
2873,8,toby,13,5,341,1.466
2874,8,val,13,3,341,0.88
2875,8,all,14,1,294,0.33999999999999997
2876,8,andy,14,47,294,15.986
2877,8,angela,14,8,294,2.721
2878,8,bob,14,4,294,1.361
2879,8,creed,14,1,294,0.33999999999999997
2880,8,darryl,14,23,294,7.8229999999999995
2881,8,dwight,14,71,294,24.15
2882,8,erin,14,14,294,4.7620000000000005
2883,8,group,14,1,294,0.33999999999999997
2884,8,jim,14,30,294,10.204
2885,8,kathy,14,2,294,0.6799999999999999
2886,8,kelly,14,8,294,2.721
2887,8,kevin,14,5,294,1.701
2888,8,meredith,14,2,294,0.6799999999999999
2889,8,nate,14,12,294,4.082
2890,8,oscar,14,4,294,1.361
2891,8,pam,14,29,294,9.864
2892,8,phyllis,14,2,294,0.6799999999999999
2893,8,ryan,14,12,294,4.082
2894,8,stanley,14,7,294,2.3810000000000002
2895,8,toby,14,2,294,0.6799999999999999
2896,8,val,14,9,294,3.061
2897,8,all,19,2,294,0.6799999999999999
2898,8,alonzo,19,1,294,0.33999999999999997
2899,8,andy,19,32,294,10.884
2900,8,angela,19,1,294,0.33999999999999997
2901,8,creed,19,1,294,0.33999999999999997
2902,8,darryl,19,27,294,9.184000000000001
2903,8,dwight,19,35,294,11.905000000000001
2904,8,erin,19,32,294,10.884
2905,8,glenn,19,4,294,1.361
2906,8,irene,19,16,294,5.442
2907,8,jim,19,39,294,13.264999999999999
2908,8,kelly,19,1,294,0.33999999999999997
2909,8,kevin,19,8,294,2.721
2910,8,meredith,19,2,294,0.6799999999999999
2911,8,nellie,19,42,294,14.285999999999998
2912,8,oscar,19,1,294,0.33999999999999997
2913,8,pam,19,17,294,5.782
2914,8,phyllis,19,4,294,1.361
2915,8,robert,19,24,294,8.163
2916,8,ryan,19,1,294,0.33999999999999997
2917,8,stanley,19,1,294,0.33999999999999997
2918,8,toby,19,3,294,1.02
2919,8,all,20,3,309,0.971
2920,8,andy,20,48,309,15.534
2921,8,angela,20,8,309,2.589
2922,8,creed,20,3,309,0.971
2923,8,darryl,20,1,309,0.32399999999999995
2924,8,dwight,20,22,309,7.12
2925,8,erin,20,25,309,8.091
2926,8,gabe,20,2,309,0.647
2927,8,hank,20,4,309,1.294
2928,8,jessica,20,14,309,4.531000000000001
2929,8,jim,20,39,309,12.620999999999999
2930,8,kenny,20,5,309,1.6179999999999999
2931,8,kevin,20,3,309,0.971
2932,8,kevin & meredith,20,1,309,0.32399999999999995
2933,8,lauren,20,11,309,3.56
2934,8,magician,20,10,309,3.2359999999999998
2935,8,megan,20,7,309,2.265
2936,8,nellie,20,22,309,7.12
2937,8,oscar,20,11,309,3.56
2938,8,pam,20,34,309,11.003
2939,8,party guests,20,1,309,0.32399999999999995
2940,8,phyllis,20,9,309,2.913
2941,8,robert,20,19,309,6.149
2942,8,ryan,20,3,309,0.971
2943,8,stanley,20,1,309,0.32399999999999995
2944,8,various,20,2,309,0.647
2945,8,woman,20,1,309,0.32399999999999995
2946,8,all,21,1,320,0.312
2947,8,andy,21,73,320,22.811999999999998
2948,8,andy & erin,21,1,320,0.312
2949,8,angela,21,7,320,2.188
2950,8,creed,21,2,320,0.625
2951,8,darryl,21,5,320,1.562
2952,8,dwight,21,16,320,5.0
2953,8,erin,21,24,320,7.5
2954,8,gabe,21,4,320,1.25
2955,8,jim,21,19,320,5.938000000000001
2956,8,kelly,21,13,320,4.062
2957,8,kevin,21,9,320,2.812
2958,8,meredith,21,1,320,0.312
2959,8,nate,21,1,320,0.312
2960,8,nellie,21,42,320,13.125
2961,8,oscar,21,7,320,2.188
2962,8,pam,21,29,320,9.062000000000001
2963,8,phyllis,21,10,320,3.125
2964,8,ravi,21,1,320,0.312
2965,8,robert,21,18,320,5.625
2966,8,robert & creed,21,1,320,0.312
2967,8,ryan,21,32,320,10.0
2968,8,stanley,21,1,320,0.312
2969,8,toby,21,1,320,0.312
2970,8,wrangler,21,2,320,0.625
2971,8,all,23,1,292,0.34199999999999997
2972,8,andy,23,28,292,9.589
2973,8,angela,23,3,292,1.027
2974,8,creed,23,1,292,0.34199999999999997
2975,8,david,23,4,292,1.37
2976,8,dwight,23,60,292,20.548
2977,8,erin,23,8,292,2.74
2978,8,gabe,23,13,292,4.452
2979,8,harry,23,25,292,8.562
2980,8,jim,23,48,292,16.438
2981,8,kevin,23,1,292,0.34199999999999997
2982,8,mr. ramish,23,11,292,3.7670000000000003
2983,8,nellie,23,15,292,5.137
2984,8,oscar,23,1,292,0.34199999999999997
2985,8,pam,23,23,292,7.877000000000001
2986,8,phone,23,4,292,1.37
2987,8,phyllis,23,1,292,0.34199999999999997
2988,8,receptionist,23,4,292,1.37
2989,8,robert,23,33,292,11.301
2990,8,stanley,23,1,292,0.34199999999999997
2991,8,toby,23,7,292,2.3970000000000002
2992,8,amanda,8,1,238,0.42
2993,8,andy,8,45,238,18.908
2994,8,angela,8,1,238,0.42
2995,8,archivist,8,2,238,0.84
2996,8,audience,8,1,238,0.42
2997,8,chelsea,8,1,238,0.42
2998,8,chelsea's mom,8,1,238,0.42
2999,8,darryl,8,11,238,4.622
3000,8,dwight,8,26,238,10.924
3001,8,erin,8,13,238,5.462
3002,8,everyone,8,4,238,1.6809999999999998
3003,8,gabe,8,10,238,4.202
3004,8,jim,8,16,238,6.723
3005,8,kelly,8,4,238,1.6809999999999998
3006,8,kevin,8,15,238,6.303
3007,8,man,8,1,238,0.42
3008,8,meredith,8,1,238,0.42
3009,8,narrator,8,2,238,0.84
3010,8,oscar,8,18,238,7.563000000000001
3011,8,pam,8,18,238,7.563000000000001
3012,8,park ranger,8,3,238,1.261
3013,8,phyllis,8,6,238,2.521
3014,8,robert,8,22,238,9.244
3015,8,ryan,8,11,238,4.622
3016,8,soldier,8,1,238,0.42
3017,8,stanley,8,4,238,1.6809999999999998
3018,8,andy,1,52,230,22.609
3019,8,angela,1,6,230,2.609
3020,8,darryl,1,4,230,1.7389999999999999
3021,8,dwight,1,30,230,13.043
3022,8,erin,1,9,230,3.913
3023,8,everyone,1,2,230,0.8699999999999999
3024,8,jim,1,33,230,14.347999999999999
3025,8,kelly,1,5,230,2.174
3026,8,kevin,1,8,230,3.4779999999999998
3027,8,meredith,1,5,230,2.174
3028,8,oscar,1,4,230,1.7389999999999999
3029,8,pam,1,23,230,10.0
3030,8,phyllis,1,10,230,4.348
3031,8,robert,1,29,230,12.609
3032,8,ryan,1,1,230,0.43499999999999994
3033,8,stanley,1,8,230,3.4779999999999998
3034,8,toby,1,1,230,0.43499999999999994
3035,8,andy,2,72,292,24.657999999999998
3036,8,angela,2,14,292,4.795
3037,8,darryl,2,7,292,2.3970000000000002
3038,8,dwight,2,21,292,7.192
3039,8,erin,2,12,292,4.109999999999999
3040,8,group,2,2,292,0.685
3041,8,jim,2,39,292,13.356000000000002
3042,8,justine,2,3,292,1.027
3043,8,kelly,2,3,292,1.027
3044,8,kevin,2,24,292,8.219
3045,8,meredith,2,5,292,1.712
3046,8,oscar,2,7,292,2.3970000000000002
3047,8,pam,2,33,292,11.301
3048,8,phyllis,2,7,292,2.3970000000000002
3049,8,robert,2,26,292,8.904
3050,8,ryan,2,4,292,1.37
3051,8,stanley,2,5,292,1.712
3052,8,tattoo artist,2,8,292,2.74
3053,8,andy,3,63,290,21.724
3054,8,angela,3,3,290,1.034
3055,8,bruce,3,1,290,0.345
3056,8,creed,3,1,290,0.345
3057,8,darryl,3,51,290,17.586
3058,8,dwight,3,31,290,10.69
3059,8,"dwight, erin, jim & kevin",3,1,290,0.345
3060,8,erin,3,8,290,2.759
3061,8,female applicant,3,2,290,0.69
3062,8,gideon,3,2,290,0.69
3063,8,jim,3,43,290,14.828
3064,8,kelly,3,6,290,2.069
3065,8,kevin,3,14,290,4.828
3066,8,male applicant 1,3,3,290,1.034
3067,8,male applicant 2,3,1,290,0.345
3068,8,meredith,3,4,290,1.379
3069,8,nate,3,3,290,1.034
3070,8,oscar,3,18,290,6.207
3071,8,pam,3,23,290,7.931000000000001
3072,8,phyllis,3,6,290,2.069
3073,8,ryan,3,5,290,1.7239999999999998
3074,8,toby,3,1,290,0.345
3075,8,andy,4,61,245,24.898
3076,8,andy & walter,4,3,245,1.224
3077,8,angela,4,7,245,2.857
3078,8,darryl,4,9,245,3.673
3079,8,dwight,4,28,245,11.429
3080,8,ellen,4,3,245,1.224
3081,8,erin,4,5,245,2.041
3082,8,erin's cell phone,4,1,245,0.40800000000000003
3083,8,gabe,4,4,245,1.633
3084,8,jim,4,22,245,8.98
3085,8,kelly,4,3,245,1.224
3086,8,kevin,4,4,245,1.633
3087,8,meredith,4,5,245,2.041
3088,8,mose,4,7,245,2.857
3089,8,oscar,4,9,245,3.673
3090,8,pam,4,10,245,4.082
3091,8,phyllis,4,3,245,1.224
3092,8,robert,4,18,245,7.3469999999999995
3093,8,ryan,4,7,245,2.857
3094,8,stanley,4,1,245,0.40800000000000003
3095,8,toby,4,6,245,2.4490000000000003
3096,8,waiter,4,1,245,0.40800000000000003
3097,8,walter,4,21,245,8.571
3098,8,walter & walter jr,4,1,245,0.40800000000000003
3099,8,walter jr,4,6,245,2.4490000000000003
3100,8,andy,5,34,265,12.83
3101,8,angela,5,4,265,1.509
3102,8,bert,5,19,265,7.17
3103,8,creed,5,3,265,1.1320000000000001
3104,8,darryl,5,9,265,3.396
3105,8,dwight,5,18,265,6.792
3106,8,erin,5,36,265,13.584999999999999
3107,8,gabe,5,9,265,3.396
3108,8,gabe/kelly/toby,5,1,265,0.377
3109,8,jim,5,25,265,9.434
3110,8,kelly,5,12,265,4.5280000000000005
3111,8,kevin,5,9,265,3.396
3112,8,meredith,5,5,265,1.8870000000000002
3113,8,oscar,5,7,265,2.642
3114,8,pam,5,26,265,9.811
3115,8,phyllis,5,7,265,2.642
3116,8,robert,5,28,265,10.566
3117,8,ryan,5,3,265,1.1320000000000001
3118,8,stanley,5,3,265,1.1320000000000001
3119,8,toby,5,7,265,2.642
3120,8,andy,6,48,297,16.162000000000003
3121,8,andy/pam,6,1,297,0.337
3122,8,andy/stanley,6,1,297,0.337
3123,8,angela,6,7,297,2.357
3124,8,darryl,6,15,297,5.051
3125,8,dwight,6,48,297,16.162000000000003
3126,8,erin,6,7,297,2.357
3127,8,gabe,6,22,297,7.407
3128,8,jim,6,38,297,12.795000000000002
3129,8,kelly,6,5,297,1.6840000000000002
3130,8,kevin,6,10,297,3.367
3131,8,oscar,6,11,297,3.7039999999999997
3132,8,pam,6,17,297,5.724
3133,8,phyllis,6,2,297,0.673
3134,8,robert,6,33,297,11.111
3135,8,ryan,6,3,297,1.01
3136,8,stanley,6,7,297,2.357
3137,8,toby,6,8,297,2.694
3138,8,val,6,11,297,3.7039999999999997
3139,8,warehouse crew,6,3,297,1.01
3140,8,andy,7,43,325,13.231000000000002
3141,8,andy and darryl,7,5,325,1.538
3142,8,cathy,7,10,325,3.077
3143,8,client,7,3,325,0.923
3144,8,creed,7,2,325,0.615
3145,8,curtis,7,3,325,0.923
3146,8,darryl,7,23,325,7.077
3147,8,darryl and kevin,7,1,325,0.308
3148,8,drummer,7,1,325,0.308
3149,8,dwight,7,55,325,16.923
3150,8,erin,7,13,325,4.0
3151,8,gabe,7,2,325,0.615
3152,8,jim,7,40,325,12.308
3153,8,kelly,7,6,325,1.846
3154,8,kevin,7,15,325,4.614999999999999
3155,8,offscreen,7,1,325,0.308
3156,8,old man,7,4,325,1.2309999999999999
3157,8,oscar,7,4,325,1.2309999999999999
3158,8,pam,7,67,325,20.615
3159,8,pam and kelly,7,1,325,0.308
3160,8,phyllis,7,2,325,0.615
3161,8,robert,7,10,325,3.077
3162,8,ryan,7,6,325,1.846
3163,8,toby,7,4,325,1.2309999999999999
3164,8,val,7,4,325,1.2309999999999999
3165,8,andy,9,59,286,20.629
3166,8,andy/oscar,9,1,286,0.35000000000000003
3167,8,angela,9,2,286,0.699
3168,8,creed,9,2,286,0.699
3169,8,darryl,9,24,286,8.392
3170,8,dwight,9,50,286,17.483
3171,8,erin,9,7,286,2.448
3172,8,gabe,9,2,286,0.699
3173,8,jim,9,28,286,9.790000000000001
3174,8,kelly,9,1,286,0.35000000000000003
3175,8,kevin,9,2,286,0.699
3176,8,oscar,9,11,286,3.846
3177,8,phyllis,9,3,286,1.049
3178,8,robert,9,40,286,13.986
3179,8,ryan,9,3,286,1.049
3180,8,susan,9,48,286,16.783
3181,8,toby,9,3,286,1.049
3182,8,andy,10,77,322,23.913
3183,8,angela,10,2,322,0.621
3184,8,creed,10,2,322,0.621
3185,8,darryl,10,10,322,3.106
3186,8,dwight,10,23,322,7.142999999999999
3187,8,erin,10,43,322,13.354
3188,8,jessica,10,24,322,7.453
3189,8,jim,10,42,322,13.043
3190,8,kelly,10,10,322,3.106
3191,8,kevin,10,9,322,2.795
3192,8,meredith,10,14,322,4.348
3193,8,nate,10,5,322,1.553
3194,8,oscar,10,9,322,2.795
3195,8,phyllis,10,7,322,2.174
3196,8,robert,10,19,322,5.901
3197,8,ryan,10,6,322,1.863
3198,8,stanley,10,5,322,1.553
3199,8,toby,10,6,322,1.863
3200,8,val,10,9,322,2.795
3201,8,andy,15,22,245,8.98
3202,8,cathy,15,4,245,1.633
3203,8,creed,15,2,245,0.8160000000000001
3204,8,darryl,15,4,245,1.633
3205,8,donna muraski,15,2,245,0.8160000000000001
3206,8,dwight,15,63,245,25.714
3207,8,emergency operator,15,1,245,0.40800000000000003
3208,8,erin,15,21,245,8.571
3209,8,everyone,15,3,245,1.224
3210,8,jim,15,32,245,13.061
3211,8,kelly,15,3,245,1.224
3212,8,kevin,15,2,245,0.8160000000000001
3213,8,meredith,15,2,245,0.8160000000000001
3214,8,nellie,15,27,245,11.020000000000001
3215,8,oscar,15,1,245,0.40800000000000003
3216,8,packer,15,17,245,6.938999999999999
3217,8,pam,15,10,245,4.082
3218,8,paramedic,15,2,245,0.8160000000000001
3219,8,ryan,15,9,245,3.673
3220,8,saleswoman,15,1,245,0.40800000000000003
3221,8,stanley,15,13,245,5.306
3222,8,wally amos,15,4,245,1.633
3223,8,andy,16,22,349,6.304
3224,8,angela,16,13,349,3.7249999999999996
3225,8,angela/pam,16,1,349,0.28700000000000003
3226,8,brandon,16,12,349,3.438
3227,8,cathy,16,25,349,7.163
3228,8,darryl,16,14,349,4.011
3229,8,dwight,16,60,349,17.192
3230,8,erin,16,25,349,7.163
3231,8,everyone,16,2,349,0.573
3232,8,gabe,16,6,349,1.719
3233,8,jim,16,53,349,15.186
3234,8,kelly,16,8,349,2.292
3235,8,kevin,16,6,349,1.719
3236,8,nellie,16,24,349,6.877
3237,8,oscar,16,10,349,2.8649999999999998
3238,8,packer,16,11,349,3.152
3239,8,pam,16,15,349,4.298
3240,8,phyllis,16,4,349,1.146
3241,8,ryan,16,22,349,6.304
3242,8,stanley,16,6,349,1.719
3243,8,val,16,9,349,2.579
3244,8,waitress,16,1,349,0.28700000000000003
3245,8,andy,17,28,259,10.811
3246,8,angela,17,11,259,4.247
3247,8,blogger,17,4,259,1.544
3248,8,blogger 2,17,1,259,0.386
3249,8,cathy,17,4,259,1.544
3250,8,creed,17,1,259,0.386
3251,8,crowd,17,1,259,0.386
3252,8,darryl,17,4,259,1.544
3253,8,dwight,17,53,259,20.463
3254,8,erin,17,10,259,3.8609999999999998
3255,8,everyone,17,1,259,0.386
3256,8,girl,17,4,259,1.544
3257,8,jim,17,28,259,10.811
3258,8,kelly,17,9,259,3.4750000000000005
3259,8,kevin,17,8,259,3.089
3260,8,lady,17,5,259,1.931
3261,8,lady blogger,17,1,259,0.386
3262,8,man,17,1,259,0.386
3263,8,meredith,17,3,259,1.158
3264,8,nellie,17,18,259,6.950000000000001
3265,8,old lady,17,4,259,1.544
3266,8,oscar,17,6,259,2.317
3267,8,others,17,1,259,0.386
3268,8,pam,17,10,259,3.8609999999999998
3269,8,patty,17,1,259,0.386
3270,8,phyllis,17,2,259,0.772
3271,8,ryan,17,17,259,6.564
3272,8,stanley,17,1,259,0.386
3273,8,toby,17,18,259,6.950000000000001
3274,8,todd packer,17,4,259,1.544
3275,8,andy,18,20,266,7.519000000000001
3276,8,angela,18,3,266,1.1280000000000001
3277,8,cathy,18,1,266,0.376
3278,8,creed,18,2,266,0.752
3279,8,darryl,18,26,266,9.774
3280,8,dwight,18,45,266,16.916999999999998
3281,8,elderly woman,18,1,266,0.376
3282,8,erin,18,15,266,5.639
3283,8,everyone,18,1,266,0.376
3284,8,gabe,18,1,266,0.376
3285,8,irene,18,6,266,2.2560000000000002
3286,8,jim,18,45,266,16.916999999999998
3287,8,kelly,18,3,266,1.1280000000000001
3288,8,kevin,18,21,266,7.8950000000000005
3289,8,meredith,18,1,266,0.376
3290,8,nellie,18,12,266,4.511
3291,8,oscar,18,4,266,1.504
3292,8,pam,18,10,266,3.759
3293,8,phyllis,18,6,266,2.2560000000000002
3294,8,robert california,18,14,266,5.263
3295,8,ryan,18,2,266,0.752
3296,8,stanley,18,2,266,0.752
3297,8,toby,18,16,266,6.015000000000001
3298,8,todd packer,18,9,266,3.383
3299,8,andy,22,41,239,17.155
3300,8,angela,22,4,239,1.6740000000000002
3301,8,creed,22,1,239,0.418
3302,8,darryl,22,14,239,5.858
3303,8,david,22,5,239,2.092
3304,8,dwight,22,15,239,6.276
3305,8,erin,22,7,239,2.929
3306,8,jim,22,24,239,10.042
3307,8,kevin,22,18,239,7.531000000000001
3308,8,meredith,22,2,239,0.8370000000000001
3309,8,nellie,22,17,239,7.1129999999999995
3310,8,oscar,22,16,239,6.694999999999999
3311,8,pam,22,22,239,9.205
3312,8,phyllis,22,1,239,0.418
3313,8,robert,22,13,239,5.439
3314,8,ryan,22,17,239,7.1129999999999995
3315,8,senator,22,7,239,2.929
3316,8,speaker,22,6,239,2.5100000000000002
