,season,episode,speaker,percent
930,3,18,kenny,2.2800000000000002
931,3,18,kevin,2.606
932,3,18,man,0.326
933,3,18,michael,31.922
934,3,18,pam,7.166
935,3,18,rachel,3.257
936,3,18,roy,7.818
937,3,18,ryan,0.9769999999999999
938,3,18,student 1,0.326
939,3,18,student 2,0.326
940,3,18,toby,0.9769999999999999
941,4,9,ad guy 1,4.31
942,4,9,ad guy 2,2.155
943,4,9,andy,9.052
944,4,9,"andy, creed, kevin, kelly",10.776
945,4,9,"andy, creed, kevin, kelly, darryl",0.43099999999999994
946,4,9,angela,0.8619999999999999
947,4,9,bartender,1.7239999999999998
948,4,9,both,0.43099999999999994
949,4,9,creed,0.8619999999999999
950,4,9,darryl,6.897
951,4,9,david wallace,1.2930000000000001
952,4,9,dwight,4.31
953,4,9,everyone,0.43099999999999994
954,4,9,jim,11.638
955,4,9,kevin,1.2930000000000001
956,4,9,meredith,1.2930000000000001
957,4,9,michael,26.293
958,4,9,michael's ad,0.43099999999999994
959,4,9,oscar,0.43099999999999994
960,4,9,pam,7.759
961,4,9,phyllis,3.017
962,4,9,receptionist,0.43099999999999994
963,4,9,ryan,3.4479999999999995
964,4,9,stanley,0.43099999999999994
965,4,5,all,0.365
966,4,5,andy,8.212
967,4,5,angela,8.942
968,4,5,angels,0.182
969,4,5,bartender,0.182
970,4,5,darryl,1.6420000000000001
971,4,5,dunmiff/sys,1.095
972,4,5,dwight,15.146
973,4,5,dwightkschrute,0.547
974,4,5,everyone,0.182
975,4,5,jan,1.095
976,4,5,jim,12.956000000000001
977,4,5,kelly,1.46
978,4,5,kevin,2.555
979,4,5,man,0.73
980,4,5,manager,0.182
981,4,5,meredith,2.19
982,4,5,michael,27.372000000000003
983,4,5,oscar,1.46
984,4,5,pam,4.38
985,4,5,pam and jim,0.182
986,4,5,phyllis,1.46
987,4,5,pizza guy,4.015
988,4,5,ryan,1.095
989,4,5,sandy,0.182
990,4,5,stanley,1.277
991,4,5,tech guy,0.182
992,4,5,voice #1 on phone,0.365
993,4,5,voice #2 on phone,0.182
994,4,5,voice of thomas dean,0.182
995,4,13,all,0.35000000000000003
996,4,13,andy,3.497
997,4,13,angela,4.196
998,4,13,dwight,5.593999999999999
999,4,13,hunter's cd,0.35000000000000003
1000,4,13,jan,25.524
1001,4,13,jim,13.286999999999999
1002,4,13,michael,32.867000000000004
1003,4,13,officer,0.35000000000000003
1004,4,13,officer 1,1.049
1005,4,13,officer 2,0.699
1006,4,13,pam,9.790000000000001
1007,4,13,phyllis,0.35000000000000003
1008,4,13,stanley,0.35000000000000003
1009,4,13,woman,1.748
1010,4,15,all girls,0.319
1011,4,15,andy,1.278
1012,4,15,angela,1.278
1013,4,15,bartender,0.639
1014,4,15,cleaning lady,0.319
1015,4,15,creed,0.639
1016,4,15,dwight,13.419
1017,4,15,girl in 2nd club,1.5970000000000002
1018,4,15,girl in club,1.5970000000000002
1019,4,15,hank,1.5970000000000002
1020,4,15,jim,11.821
1021,4,15,kelly,0.958
1022,4,15,kevin,0.958
1023,4,15,meredith,0.319
1024,4,15,michael,29.712
1025,4,15,oscar,1.917
1026,4,15,pam,4.153
1027,4,15,phyllis,0.958
1028,4,15,ryan,19.169
1029,4,15,stanley,1.278
1030,4,15,tall girl #1,1.5970000000000002
1031,4,15,tall girl #2,0.319
1032,4,15,toby,2.556
1033,4,15,troy,1.278
1034,4,15,waitress,0.319
1035,4,3,amy,0.516
1036,4,3,andy,2.41
1037,4,3,angela,3.787
1038,4,3,creed,1.7209999999999999
1039,4,3,dwight,11.532
1040,4,3,ex-client,2.926
1041,4,3,gps,0.688
1042,4,3,jan,2.754
1043,4,3,jim,7.401000000000001
1044,4,3,kelly,3.614
1045,4,3,kevin,2.238
1046,4,3,larry myers,1.0330000000000001
1047,4,3,michael,24.613
1048,4,3,oscar,0.516
1049,4,3,pam,12.392
1050,4,3,phyllis,2.238
1051,4,3,robert dunder,1.8929999999999998
1052,4,3,ryan,13.769
1053,4,3,stanley,0.861
1054,4,3,toby,3.098
1055,4,1,andy,1.394
1056,4,1,angela,8.765
1057,4,1,creed,1.7930000000000001
1058,4,1,darryl,0.996
1059,4,1,dwight,11.952
1060,4,1,elizabeth,0.598
1061,4,1,intern,0.996
1062,4,1,it tech guy,0.598
1063,4,1,jan,1.394
1064,4,1,jim,10.757
1065,4,1,kelly,1.195
1066,4,1,kevin,3.386
1067,4,1,meredith,3.984
1068,4,1,michael,27.092
1069,4,1,nurse,0.398
1070,4,1,oscar,1.7930000000000001
1071,4,1,pam,16.932
1072,4,1,phyllis,0.7969999999999999
1073,4,1,ryan,1.394
1074,4,1,stanley,1.7930000000000001
1075,4,1,toby,1.7930000000000001
1076,4,1,waitress,0.199
1077,4,7,andy,2.8320000000000003
1078,4,7,angela,0.8710000000000001
1079,4,7,co-worker 1,0.218
1080,4,7,co-worker 2,0.654
1081,4,7,co-worker 3,0.654
1082,4,7,creed,1.525
1083,4,7,darryl,2.179
1084,4,7,dwight,8.715
1085,4,7,jan,6.7540000000000004
1086,4,7,jim,9.368
1087,4,7,kelly,2.614
1088,4,7,kevin,1.9609999999999999
1089,4,7,meredith,0.218
1090,4,7,michael,30.719
1091,4,7,mose,0.218
1092,4,7,mr. figaro,0.8710000000000001
1093,4,7,nick,2.8320000000000003
1094,4,7,oscar,5.447
1095,4,7,oscar and stanley,0.218
1096,4,7,pam,10.893
1097,4,7,phyllis,0.436
1098,4,7,ryan,4.575
1099,4,7,stanley,1.9609999999999999
1100,4,7,toby,0.436
1101,4,7,vikram,2.8320000000000003
1102,4,10,andy,2.817
1103,4,10,ben,1.4080000000000001
1104,4,10,dwight,13.38
1105,4,10,dwight and michael,0.35200000000000004
1106,4,10,jim,25.0
1107,4,10,karen,8.451
1108,4,10,kevin,0.7040000000000001
1109,4,10,michael,28.872999999999998
1110,4,10,michael and dwight,0.7040000000000001
1111,4,10,oscar,3.521
1112,4,10,pam,5.282
1113,4,10,phyllis,0.7040000000000001
1114,4,10,rolando,0.7040000000000001
1115,4,10,stanley,5.634
1116,4,10,toby,2.465
1117,4,11,andy,2.905
1118,4,11,angela,2.905
1119,4,11,creed,4.979
1120,4,11,dwight,10.373000000000001
1121,4,11,everybody,0.415
1122,4,11,jim,29.046
1123,4,11,kelly,0.415
1124,4,11,kevin,0.83
1125,4,11,meredith,2.075
1126,4,11,michael,29.461
1127,4,11,oscar,2.905
1128,4,11,pam,4.564
1129,4,11,phyllis,1.66
1130,4,11,stanley,0.83
1131,4,11,toby,6.639
1132,4,14,andy,6.306000000000001
1133,4,14,angela,0.44999999999999996
1134,4,14,bill cress,0.44999999999999996
1135,4,14,bob vance,0.44999999999999996
1136,4,14,coffee shop worker,0.44999999999999996
1137,4,14,creed,1.351
1138,4,14,dwight,8.559
1139,4,14,jan [on phone],0.44999999999999996
1140,4,14,jim,9.459
1141,4,14,kevin,9.009
1142,4,14,margaret,3.604
1143,4,14,michael,32.432
1144,4,14,michael/dwight,0.44999999999999996
1145,4,14,oscar,0.901
1146,4,14,pam,15.766
1147,4,14,paul,0.901
1148,4,14,paul faust,0.44999999999999996
1149,4,14,phyllis,4.054
1150,4,14,stanley,0.44999999999999996
1151,4,14,w.b. jones,1.802
1152,4,14,wendy's phone operator,2.252
1153,4,16,andy,9.579
1154,4,16,angela,1.149
1155,4,16,creed,0.383
1156,4,16,darryl,4.981
1157,4,16,dwight,12.261
1158,4,16,jim,8.812000000000001
1159,4,16,kelly,0.383
1160,4,16,kevin,3.065
1161,4,16,michael,34.866
1162,4,16,oscar,0.766
1163,4,16,pam,6.13
1164,4,16,phyllis,2.682
1165,4,16,ryan,2.299
1166,4,16,stanley,8.812000000000001
1167,4,16,toby,3.8309999999999995
1168,4,17,andy,6.061
1169,4,17,angela,2.02
1170,4,17,angela and dwight,0.505
1171,4,17,creed,2.02
1172,4,17,darryl,3.0300000000000002
1173,4,17,dwight,5.556
1174,4,17,graphics guy,5.051
1175,4,17,jim,9.596
1176,4,17,justin,7.576
1177,4,17,kelly,0.505
1178,4,17,kevin,3.535
1179,4,17,kid,1.01
1180,4,17,maguire,0.505
1181,4,17,meredith,0.505
1182,4,17,michael,22.727
1183,4,17,michael and darryl,0.505
1184,4,17,oscar,2.5250000000000004
1185,4,17,pam,18.687
1186,4,17,phil,4.545
1187,4,17,phil maguire,2.02
1188,4,17,phyllis,1.01
1189,4,17,woman on mic,0.505
1190,4,18,andy,1.2959999999999998
1191,4,18,angela,2.593
1192,4,18,creed,1.2959999999999998
1193,4,18,darryl,0.37
1194,4,18,dwight,6.851999999999999
1195,4,18,hank,0.185
1196,4,18,holly,13.148000000000001
1197,4,18,jan,4.444
1198,4,18,jim,12.037
1199,4,18,kelly,0.741
1200,4,18,kevin,5.0
1201,4,18,meredith,0.741
1202,4,18,michael,30.926
1203,4,18,oscar,0.185
1204,4,18,pam,8.148
1205,4,18,phyllis,3.3329999999999997
1206,4,18,ryan,0.9259999999999999
1207,4,18,stanley,0.185
1208,4,18,toby,6.851999999999999
1209,4,18,vance refrigeration guy,0.185
1210,4,18,woman over speakerphone,0.5559999999999999
1211,4,12,council,0.40800000000000003
1212,4,12,darryl,1.224
1213,4,12,david,1.224
1214,4,12,david wallace,0.40800000000000003
1215,4,12,deposition reporter,1.224
1216,4,12,diane,4.082
1217,4,12,diane kelly,4.898000000000001
1218,4,12,dwight,2.041
1219,4,12,jan,10.612
1220,4,12,jim,5.714
1221,4,12,kelly,6.122
1222,4,12,kevin,1.633
1223,4,12,lester,10.612
1224,4,12,man,1.224
1225,4,12,meredith,0.40800000000000003
1226,4,12,michael,33.469
1227,4,12,oscar,0.40800000000000003
1228,4,12,pam,8.571
1229,4,12,ryan,4.082
1230,4,12,toby,1.633
1231,5,17,a.j.,2.905
1232,5,17,all,0.415
1233,5,17,angela,6.639
1234,5,17,creed,0.83
1235,5,17,dwight,13.693
1236,5,17,jim,13.693
1237,5,17,karen,0.83
1238,5,17,kelly,6.639
1239,5,17,kevin,6.223999999999999
1240,5,17,man,0.415
1241,5,17,meredith,3.734
1242,5,17,michael,19.502
1243,5,17,oscar,4.564
1244,5,17,pam,16.183
1245,5,17,phyllis,0.415
1246,5,17,receptionist,2.075
1247,5,17,stanley,0.83
1248,5,17,woman,0.415
1249,5,28,aj,2.92
1250,5,28,andy,4.38
1251,5,28,angela,1.095
1252,5,28,both,0.365
1253,5,28,charles,4.38
1254,5,28,david,4.745
1255,5,28,dwight,14.599
1256,5,28,erin,1.095
1257,5,28,holly,14.599
1258,5,28,jim,9.489
1259,5,28,kendall,0.73
1260,5,28,kevin,1.825
1261,5,28,man,0.365
1262,5,28,man from buffalo,1.095
1263,5,28,meredith,0.73
1264,5,28,michael,19.343
1265,5,28,nurse,1.095
1266,5,28,oscar,0.73
1267,5,28,pam,9.124
1268,5,28,phyllis,1.46
1269,5,28,rolph,3.2849999999999997
1270,5,28,stanley,0.73
1271,5,28,toby,0.73
1272,5,28,woman,0.365
1273,5,28,woman from buffalo,0.73
1274,5,7,alex,2.674
1275,5,7,andy,6.952
1276,5,7,angela,1.6039999999999999
1277,5,7,customer,1.337
1278,5,7,darryl,0.267
1279,5,7,dwight,23.262
1280,5,7,group,0.267
1281,5,7,jim,28.610000000000003
1282,5,7,jim and pam,0.267
1283,5,7,kelly,6.15
1284,5,7,kevin,0.5349999999999999
1285,5,7,michael,17.380000000000003
1286,5,7,mother,1.0699999999999998
1287,5,7,pam,8.021
1288,5,7,ryan,1.6039999999999999
1289,5,5,all,0.368
1290,5,5,andy,2.574
1291,5,5,angela,2.941
1292,5,5,bob,3.676
1293,5,5,creed,0.735
1294,5,5,darryl,2.941
1295,5,5,david wallace,1.838
1296,5,5,dwight,11.397
1297,5,5,guy in audience,0.735
1298,5,5,hank [the security guard],0.368
1299,5,5,holly,14.706
1300,5,5,jim,7.721
1301,5,5,kevin,1.838
1302,5,5,man on phone,0.368
1303,5,5,michael,27.573999999999998
1304,5,5,michael [on phone],0.735
1305,5,5,oscar,1.838
1306,5,5,pam,1.838
1307,5,5,pam [on phone],1.471
1308,5,5,phyllis,8.456
1309,5,5,receptionist,0.368
1310,5,5,roy,5.147
1311,5,5,stanley,0.368
1312,5,1,andy,5.482
1313,5,1,angela,4.915
1314,5,1,creed,0.9450000000000001
1315,5,1,darryl,1.8900000000000001
1316,5,1,dwight,8.885
1317,5,1,friend,0.9450000000000001
1318,5,1,holly,14.177999999999999
1319,5,1,jan,0.9450000000000001
1320,5,1,jim,11.530999999999999
1321,5,1,jim9334,0.378
1322,5,1,jim9334 [screen name],0.189
1323,5,1,kelly,2.268
1324,5,1,kevin,3.025
1325,5,1,meredith,0.756
1326,5,1,michael,22.306
1327,5,1,oscar,3.781
1328,5,1,pam,7.561
1329,5,1,phyllis,3.025
1330,5,1,professor,0.9450000000000001
1331,5,1,receptionitis15,0.378
1332,5,1,receptionitis15 [screen name],0.189
1333,5,1,ronnie,0.567
1334,5,1,ryan,3.2140000000000004
1335,5,1,stanley,1.512
1336,5,1,toby,0.189
1337,5,3,andy,4.977
1338,5,3,angela,0.905
1339,5,3,creed,0.45199999999999996
1340,5,3,dwight,6.787
1341,5,3,holly,23.077
1342,5,3,jim,12.217
1343,5,3,kelly,1.357
1344,5,3,kendall,2.715
1345,5,3,kevin,2.262
1346,5,3,meredith,5.882
1347,5,3,michael,28.506999999999998
1348,5,3,michael & holly,0.45199999999999996
1349,5,3,oscar,2.262
1350,5,3,pam,4.072
1351,5,3,phyllis,1.357
1352,5,3,ryan,1.357
1353,5,3,stanley,1.357
1354,5,4,andy,4.61
1355,5,4,angela,4.61
1356,5,4,creed,0.709
1357,5,4,darryl,3.1910000000000003
1358,5,4,dwight,15.248000000000001
1359,5,4,holly,3.546
1360,5,4,jan,13.475000000000001
1361,5,4,jim,9.574
1362,5,4,kelly,0.709
1363,5,4,kevin,1.418
1364,5,4,meredith,0.35500000000000004
1365,5,4,michael,29.433
1366,5,4,oscar,1.064
1367,5,4,pam,8.865
1368,5,4,phyllis,2.4819999999999998
1369,5,4,stanley,0.709
1370,5,6,andy,12.232
1371,5,6,creed,0.612
1372,5,6,darryl,10.703
1373,5,6,dwight,11.008999999999999
1374,5,6,holly,11.008999999999999
1375,5,6,jim,7.6450000000000005
1376,5,6,kelly,1.529
1377,5,6,kevin,0.306
1378,5,6,meredith,0.306
1379,5,6,michael,24.771
1380,5,6,michael and holly,0.306
1381,5,6,"michael, holly, and darryl",0.306
1382,5,6,oscar,0.306
1383,5,6,pam,7.6450000000000005
1384,5,6,pete,4.587
1385,5,6,phyllis,1.2229999999999999
1386,5,6,ryan,1.2229999999999999
1387,5,6,stanley,0.306
1388,5,6,tom,3.9759999999999995
1389,5,8,andy,20.413999999999998
1390,5,8,angela,5.325
1391,5,8,beth,1.183
1392,5,8,client,0.592
1393,5,8,concierge,0.8880000000000001
1394,5,8,concierge marie,0.592
1395,5,8,creed,0.296
1396,5,8,david wallace,5.029999999999999
1397,5,8,dwight,4.438000000000001
1398,5,8,guy,0.296
1399,5,8,guy at table,0.8880000000000001
1400,5,8,jim,7.101
1401,5,8,kelly,4.438000000000001
1402,5,8,kevin,0.592
1403,5,8,marie,1.4789999999999999
1404,5,8,meredith,1.4789999999999999
1405,5,8,michael,23.372999999999998
1406,5,8,oscar,11.834
1407,5,8,pam,4.1419999999999995
1408,5,8,phyllis,0.592
1409,5,8,ryan,3.846
1410,5,8,stanley,0.8880000000000001
1411,5,8,stewardess,0.296
1412,5,9,andy,1.9869999999999999
1413,5,9,angela,0.662
1414,5,9,creed,0.662
1415,5,9,david,3.642
1416,5,9,dwight,13.245000000000001
1417,5,9,jim,10.265
1418,5,9,kelly,3.311
1419,5,9,kevin,0.662
1420,5,9,leo,0.993
1421,5,9,meredith,0.662
1422,5,9,michael,30.464000000000002
1423,5,9,oscar,0.993
1424,5,9,pam,8.609
1425,5,9,phyllis,0.993
1426,5,9,police officer 1,3.311
1427,5,9,police officer 2,1.9869999999999999
1428,5,9,ryan,5.96
1429,5,9,toby,9.603
1430,5,9,vance refrigeration guy,1.9869999999999999
1431,5,10,andy,4.7219999999999995
1432,5,10,angela,6.389
1433,5,10,creed,0.27799999999999997
1434,5,10,david,1.667
1435,5,10,dwight,8.056000000000001
1436,5,10,hank,3.611
1437,5,10,jim,9.722
1438,5,10,kelly,0.27799999999999997
1439,5,10,kevin,0.8330000000000001
1440,5,10,meredith,0.27799999999999997
1441,5,10,michael,36.111
1442,5,10,oscar,8.611
1443,5,10,pam,17.222
1444,5,10,phyllis,0.5559999999999999
1445,5,10,stanley,1.111
1446,5,10,toby,0.5559999999999999
1447,5,11,andy,3.3329999999999997
1448,5,11,angela,5.0
1449,5,11,creed,0.41700000000000004
1450,5,11,darryl,2.5
1451,5,11,dwight,11.25
1452,5,11,guy,1.25
1453,5,11,guy buying doll,0.41700000000000004
1454,5,11,jim,10.833
1455,5,11,kelly,0.41700000000000004
1456,5,11,kevin,1.25
1457,5,11,meredith,15.0
1458,5,11,michael,27.083000000000002
1459,5,11,oscar,2.083
1460,5,11,pam,2.5
1461,5,11,phyllis,7.917000000000001
1462,5,11,rehab nurse,0.41700000000000004
1463,5,11,sasha,0.41700000000000004
1464,5,11,stanley,1.667
1465,5,11,toby,6.25
1466,5,12,andy,23.630000000000003
1467,5,12,angela,7.192
1468,5,12,creed,0.685
1469,5,12,david,2.74
1470,5,12,dwight,22.259999999999998
1471,5,12,everyone,0.34199999999999997
1472,5,12,everyone watching,0.34199999999999997
1473,5,12,jim,11.301
1474,5,12,kelly,0.685
1475,5,12,kevin,2.74
1476,5,12,meredith,2.0549999999999997
1477,5,12,michael,17.808
1478,5,12,oscar,3.4250000000000003
1479,5,12,pam,3.082
1480,5,12,phyllis,1.027
1481,5,12,stanley,0.685
1482,5,13,andy,1.779
1483,5,13,angela,1.068
1484,5,13,creed,0.356
1485,5,13,david,3.2030000000000003
1486,5,13,dwight,29.892999999999997
1487,5,13,dwight and michael,0.356
1488,5,13,entire office,0.356
1489,5,13,entire prince family,0.356
1490,5,13,jim,4.982
1491,5,13,kelly,0.712
1492,5,13,kevin,4.982
1493,5,13,linda,0.712
1494,5,13,meredith,0.712
1495,5,13,michael,34.875
1496,5,13,oscar,1.068
1497,5,13,pam,1.779
1498,5,13,phyllis,1.423
1499,5,13,prince,0.356
1500,5,13,prince granddaughter,1.423
1501,5,13,prince grandfather,6.762
1502,5,13,prince grandmother,0.712
1503,5,13,prince son,0.356
1504,5,13,stanley,1.779
1505,5,14,andy,5.45
1506,5,14,angela,3.791
1507,5,14,cpr trainer,0.9480000000000001
1508,5,14,creed,0.9480000000000001
1509,5,14,darryl,1.185
1510,5,14,david,0.23700000000000002
1511,5,14,david wallace,2.133
1512,5,14,dwight,17.061999999999998
1513,5,14,everyone,0.711
1514,5,14,group,0.23700000000000002
1515,5,14,jessica alba,0.47400000000000003
1516,5,14,jim,8.767999999999999
1517,5,14,kelly,0.711
1518,5,14,kevin,1.8960000000000001
1519,5,14,lawyer,0.47400000000000003
1520,5,14,lily,1.422
1521,5,14,meredith,0.711
1522,5,14,michael,29.147000000000002
1523,5,14,oscar,2.37
1524,5,14,pam,7.346
1525,5,14,phyllis,2.6069999999999998
1526,5,14,phyllis and creed,0.23700000000000002
1527,5,14,rose,2.37
1528,5,14,sam,1.422
1529,5,14,stanley,7.109
1530,5,14,warehouse michael,0.23700000000000002
1531,5,16,andy,11.538
1532,5,16,creed,2.137
1533,5,16,dwight,10.256
1534,5,16,jim,14.102999999999998
1535,5,16,julia,5.556
1536,5,16,karen,8.547
1537,5,16,kelly,3.4189999999999996
1538,5,16,mark,0.855
1539,5,16,michael,23.077
1540,5,16,oscar,0.42700000000000005
1541,5,16,pam,14.957
1542,5,16,phyllis,1.282
1543,5,16,rolando,0.855
1544,5,16,stanley,2.991
1545,5,19,andy,3.7379999999999995
1546,5,19,creed,0.623
1547,5,19,darryl,0.935
1548,5,19,david,7.788
1549,5,19,dwight,23.363999999999997
1550,5,19,jim,12.773000000000001
1551,5,19,kevin,3.115
1552,5,19,lynn,1.558
1553,5,19,man on phone,0.312
1554,5,19,michael,35.826
1555,5,19,oscar,2.181
1556,5,19,pam,7.477
1557,5,19,stanley,0.312
1558,5,20,andy,1.316
1559,5,20,angela,2.632
1560,5,20,charles,23.026
1561,5,20,david,6.579
1562,5,20,dwight,6.908
1563,5,20,employees,0.329
1564,5,20,jim,10.526
1565,5,20,kelly,2.303
1566,5,20,kevin,1.645
1567,5,20,michael,35.526
1568,5,20,oscar,0.329
1569,5,20,pam,4.605
1570,5,20,phyllis,0.987
1571,5,20,stanley,0.658
1572,5,20,stephanie,2.632
1573,5,21,andy,5.185
1574,5,21,angela,2.222
1575,5,21,angela and kelly,0.37
1576,5,21,charles,10.0
1577,5,21,creed,0.37
1578,5,21,dwight,4.444
1579,5,21,hank,1.111
1580,5,21,isaac,2.593
1581,5,21,jim,9.629999999999999
1582,5,21,kelly,2.222
1583,5,21,kevin,4.8149999999999995
1584,5,21,meredith,0.741
1585,5,21,michael,32.963
1586,5,21,oscar,4.074
1587,5,21,pam,14.074
1588,5,21,phone,0.37
1589,5,21,phyllis,1.111
1590,5,21,stanley,3.3329999999999997
1591,5,21,toby,0.37
1592,5,22,andy,4.717
1593,5,22,angela,0.943
1594,5,22,chares,0.314
1595,5,22,charles,12.579
1596,5,22,creed,0.314
1597,5,22,dwight,5.346
1598,5,22,jim,11.006
1599,5,22,kelly,0.314
1600,5,22,kevin,3.145
1601,5,22,michael,27.044
1602,5,22,nana,3.145
1603,5,22,old woman,0.314
1604,5,22,oscar,0.314
1605,5,22,pam,21.698
1606,5,22,phyllis,0.629
1607,5,22,ryan,3.459
1608,5,22,stanley,1.258
1609,5,22,supervisor,0.314
1610,5,22,vikram,3.145
1611,5,23,andy,6.8180000000000005
1612,5,23,charles,9.47
1613,5,23,creed,0.758
1614,5,23,dwight,10.606
1615,5,23,dwight and andy,0.379
1616,5,23,dwight and erin,0.379
1617,5,23,erin,6.061
1618,5,23,jim,12.879
1619,5,23,kelly,1.894
1620,5,23,kevin,0.758
1621,5,23,man,0.379
1622,5,23,meredith,0.379
1623,5,23,michael,17.424
1624,5,23,oscar,1.894
1625,5,23,pam,17.044999999999998
1626,5,23,phyllis,0.379
1627,5,23,ryan,10.227
1628,5,23,stanley,1.1360000000000001
1629,5,23,toby,1.1360000000000001
1630,5,24,andy,8.681
1631,5,24,automated phone voice,0.347
1632,5,24,charles,4.861
1633,5,24,dwight,31.596999999999998
1634,5,24,jim,8.333
1635,5,24,kelly,0.347
1636,5,24,kevin,0.347
1637,5,24,michael,31.944
1638,5,24,"michael, pam & ryan",0.347
1639,5,24,mr. schofield,2.431
1640,5,24,pam,5.208
1641,5,24,phyllis,1.736
1642,5,24,ryan,2.083
1643,5,24,secretary,1.389
1644,5,24,stanley,0.347
1645,5,25,andy,1.034
1646,5,25,angela,0.69
1647,5,25,charles,13.447999999999999
1648,5,25,david,13.103000000000002
1649,5,25,david wallace,0.345
1650,5,25,dwight,8.620999999999999
1651,5,25,erin,0.345
1652,5,25,financial guy,3.7929999999999997
1653,5,25,jim,10.69
1654,5,25,kelly,0.345
1655,5,25,kevin,0.345
1656,5,25,michael,26.207
1657,5,25,pam,11.379
1658,5,25,phyllis,0.345
1659,5,25,ryan,8.276
1660,5,25,stanley,0.345
1661,5,25,ty,0.69
1662,5,26,andy,3.6470000000000002
1663,5,26,angela,1.52
1664,5,26,creed,2.7359999999999998
1665,5,26,darryl,0.304
1666,5,26,dwight,14.893999999999998
1667,5,26,erin,3.6470000000000002
1668,5,26,jim,8.815000000000001
1669,5,26,kelly,0.608
1670,5,26,kevin,0.304
1671,5,26,meredith,2.432
1672,5,26,michael,30.091
1673,5,26,oscar,1.52
1674,5,26,pam,10.334
1675,5,26,phyllis,3.9510000000000005
1676,5,26,ryan,7.599
1677,5,26,stanley,3.6470000000000002
1678,5,26,toby,3.9510000000000005
1679,5,27,andy,5.734999999999999
1680,5,27,angela,6.81
1681,5,27,bob vance,0.717
1682,5,27,creed,1.075
1683,5,27,dwight,10.036000000000001
1684,5,27,erin,8.244
1685,5,27,jessica,1.075
1686,5,27,jim,6.81
1687,5,27,kelly,3.943
1688,5,27,kevin,2.5090000000000003
1689,5,27,meredith,0.358
1690,5,27,michael,30.824
1691,5,27,oscar,1.7919999999999998
1692,5,27,pam,6.81
1693,5,27,phyllis,8.961
1694,5,27,ryan,0.717
1695,5,27,stanley,0.358
1696,5,27,vance refrigeration guy 1,0.358
1697,5,27,vance refrigeration guy 2,0.358
1698,5,27,vrg 1,1.434
1699,5,27,vrg 2,1.075
1700,5,18,angela,1.307
1701,5,18,blonde,1.9609999999999999
1702,5,18,blood drive worker,2.614
1703,5,18,blood girl,5.556
1704,5,18,bob,2.941
1705,5,18,dwight,10.131
1706,5,18,eric,0.327
1707,5,18,girl,0.327
1708,5,18,hank,0.327
1709,5,18,jim,11.437999999999999
1710,5,18,"jim, pam, michael and dwight",1.307
1711,5,18,kelly,2.941
1712,5,18,kevin,4.902
1713,5,18,lynn,1.9609999999999999
1714,5,18,meredith,0.98
1715,5,18,michael,29.412
1716,5,18,oscar,4.575
1717,5,18,pam,10.458
1718,5,18,phone salesman,2.2880000000000003
1719,5,18,phyllis,3.595
1720,5,18,stanley,0.654
1721,5,30,krasinski,100.0
1722,6,17,(pam's mom) heleen,0.13899999999999998
1723,6,17,andy,3.467
1724,6,17,angela,2.913
1725,6,17,clark,1.8030000000000002
1726,6,17,creed,0.13899999999999998
1727,6,17,dale,0.13899999999999998
1728,6,17,doctor,0.416
1729,6,17,dwight,6.796
1730,6,17,"dwight, jim and michael",0.13899999999999998
1731,6,17,erin,5.132
1732,6,17,everyone,0.13899999999999998
1733,6,17,helene,0.6930000000000001
1734,6,17,hospital employee,1.11
1735,6,17,isabelle,1.248
1736,6,17,jim,20.25
1737,6,17,kathy,0.416
1738,6,17,kelly,0.416
1739,6,17,kevin,5.132
1740,6,17,meredith,0.832
1741,6,17,michael,17.337
1742,6,17,nick,0.27699999999999997
1743,6,17,nurse,2.635
1744,6,17,oscar,0.416
1745,6,17,pam,26.075
1746,6,17,phyllis,0.832
1747,6,17,policeman,0.27699999999999997
1748,6,17,ryan,0.27699999999999997
1749,6,17,stanley,0.416
1750,6,17,toby,0.13899999999999998
1751,6,11,alan,4.317
1752,6,11,andy,5.0360000000000005
1753,6,11,creed,0.36
1754,6,11,david,7.194000000000001
1755,6,11,dwight,9.353
1756,6,11,erin,1.079
1757,6,11,female shareholder,0.36
1758,6,11,fourth shareholder,0.36
1759,6,11,jim,13.309000000000001
1760,6,11,jim & pam,0.36
1761,6,11,kevin,1.439
1762,6,11,laurie,1.799
1763,6,11,limo driver,0.719
1764,6,11,man in line,0.36
1765,6,11,meredith,0.36
1766,6,11,michael,27.338
1767,6,11,o'keefe,1.799
1768,6,11,oscar,6.4750000000000005
1769,6,11,pam,4.317
1770,6,11,phyllis,2.5180000000000002
1771,6,11,registrar,0.36
1772,6,11,ryan,6.4750000000000005
1773,6,11,second shareholder,0.36
1774,6,11,security,0.719
1775,6,11,shareholder,0.36
1776,6,11,stanley,1.439
1777,6,11,third shareholder,0.36
1778,6,11,woman in line,1.079
1779,6,15,all,0.333
1780,6,15,andy,3.3329999999999997
1781,6,15,andy & erin,0.6669999999999999
1782,6,15,angela,0.6669999999999999
1783,6,15,both,0.333
1784,6,15,christian slater,0.333
1785,6,15,creed,0.333
1786,6,15,david,15.333
1787,6,15,dwight,3.0
1788,6,15,erin,2.0
1789,6,15,everyone,0.333
1790,6,15,gabe,6.0
1791,6,15,jerry,4.667000000000001
1792,6,15,jim,8.667
1793,6,15,jo,2.667
1794,6,15,jo bennett,0.333
